,tester,correction,sample_size,ntests,bp,th,EP,EN,slvl,nrepeats,FP,TP,TN,FN,P(FP=0),P(FN=0)
39,sign,benjamini,200,190,0.6000000000000001,0.6,165,25,0.1,300,0.49,119.97666666666667,24.51,45.02333333333333,0.7,0.0
40,sign,benjamini,200,190,0.7000000000000001,0.6,165,25,0.1,300,0.4666666666666667,119.99666666666667,24.533333333333335,45.00333333333333,0.71,0.0
41,sign,benjamini,200,190,0.8,0.6,165,25,0.1,300,0.5,120.30333333333333,24.5,44.696666666666665,0.7066666666666667,0.0
42,sign,benjamini,200,190,0.9,0.6,165,25,0.1,300,0.4866666666666667,120.11333333333333,24.513333333333332,44.88666666666666,0.7,0.0
43,sign,benjamini,200,190,1.0,0.6,165,25,0.1,300,0.4166666666666667,119.77333333333333,24.583333333333332,45.22666666666667,0.7333333333333333,0.0
44,sign,benjamini,200,190,0.0,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
45,sign,benjamini,200,190,0.1,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
46,sign,benjamini,200,190,0.2,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
47,sign,benjamini,200,190,0.30000000000000004,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
48,sign,benjamini,200,190,0.4,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
49,sign,benjamini,200,190,0.5,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
50,sign,benjamini,200,190,0.6000000000000001,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
51,sign,benjamini,200,190,0.7000000000000001,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
52,sign,benjamini,200,190,0.8,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
53,sign,benjamini,200,190,0.9,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
54,sign,benjamini,200,190,1.0,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
