,tester,correction,sample_size,ntests,bp,th,EP,EN,slvl,nrepeats,FP,TP,TN,FN,P(FP=0),P(FN=0)
0,pearson,holm,200,190,0.0,0.0,0,190,0.1,300,6.75,0.0,183.25,0.0,0.13,1.0
1,pearson,holm,200,190,0.1,0.0,0,190,0.1,300,7.16,0.0,182.84,0.0,0.13333333333333333,1.0
2,pearson,holm,200,190,0.2,0.0,0,190,0.1,300,6.47,0.0,183.53,0.0,0.14666666666666667,1.0
3,pearson,holm,200,190,0.30000000000000004,0.0,0,190,0.1,300,6.973333333333334,0.0,183.02666666666667,0.0,0.13333333333333333,1.0
4,pearson,holm,200,190,0.4,0.0,0,190,0.1,300,5.516666666666667,0.0,184.48333333333332,0.0,0.15,1.0
5,pearson,holm,200,190,0.5,0.0,0,190,0.1,300,6.2,0.0,183.8,0.0,0.16333333333333333,1.0
6,pearson,holm,200,190,0.6000000000000001,0.0,0,190,0.1,300,6.08,0.0,183.92,0.0,0.19666666666666666,1.0
7,pearson,holm,200,190,0.7000000000000001,0.0,0,190,0.1,300,5.3966666666666665,0.0,184.60333333333332,0.0,0.21,1.0
8,pearson,holm,200,190,0.8,0.0,0,190,0.1,300,4.66,0.0,185.34,0.0,0.25,1.0
9,pearson,holm,200,190,0.9,0.0,0,190,0.1,300,2.3133333333333335,0.0,187.68666666666667,0.0,0.38666666666666666,1.0
10,pearson,holm,200,190,1.0,0.0,0,190,0.1,300,0.74,0.0,189.26,0.0,0.5533333333333333,1.0
11,pearson,holm,200,190,0.0,0.2,28,162,0.1,300,12.366666666666667,15.89,149.63333333333333,12.11,0.04666666666666667,0.0
12,pearson,holm,200,190,0.1,0.2,28,162,0.1,300,11.816666666666666,16.15,150.18333333333334,11.85,0.06333333333333334,0.0
13,pearson,holm,200,190,0.2,0.2,28,162,0.1,300,12.196666666666667,16.383333333333333,149.80333333333334,11.616666666666667,0.02666666666666667,0.0
14,pearson,holm,200,190,0.30000000000000004,0.2,28,162,0.1,300,11.946666666666667,15.576666666666666,150.05333333333334,12.423333333333334,0.056666666666666664,0.0
15,pearson,holm,200,190,0.4,0.2,28,162,0.1,300,12.476666666666667,16.08,149.52333333333334,11.92,0.02666666666666667,0.0033333333333333335
16,pearson,holm,200,190,0.5,0.2,28,162,0.1,300,12.16,15.983333333333333,149.84,12.016666666666667,0.04,0.0
17,pearson,holm,200,190,0.6000000000000001,0.2,28,162,0.1,300,10.873333333333333,16.113333333333333,151.12666666666667,11.886666666666667,0.06333333333333334,0.0
18,pearson,holm,200,190,0.7000000000000001,0.2,28,162,0.1,300,10.473333333333333,16.416666666666668,151.52666666666667,11.583333333333334,0.05333333333333334,0.0
19,pearson,holm,200,190,0.8,0.2,28,162,0.1,300,8.27,16.54,153.73,11.46,0.1,0.0033333333333333335
20,pearson,holm,200,190,0.9,0.2,28,162,0.1,300,6.126666666666667,16.56,155.87333333333333,11.44,0.13333333333333333,0.0
21,pearson,holm,200,190,1.0,0.2,28,162,0.1,300,2.17,17.78,159.83,10.22,0.25333333333333335,0.0
22,pearson,holm,200,190,0.0,0.4,105,85,0.1,300,10.426666666666666,70.71333333333334,74.57333333333334,34.28666666666667,0.03,0.0
23,pearson,holm,200,190,0.1,0.4,105,85,0.1,300,9.98,71.90333333333334,75.02,33.096666666666664,0.03,0.0
24,pearson,holm,200,190,0.2,0.4,105,85,0.1,300,9.27,70.92333333333333,75.73,34.07666666666667,0.06,0.0
25,pearson,holm,200,190,0.30000000000000004,0.4,105,85,0.1,300,9.236666666666666,71.43666666666667,75.76333333333334,33.56333333333333,0.05,0.0
26,pearson,holm,200,190,0.4,0.4,105,85,0.1,300,9.556666666666667,72.28333333333333,75.44333333333333,32.71666666666667,0.04,0.0
27,pearson,holm,200,190,0.5,0.4,105,85,0.1,300,8.96,72.51333333333334,76.04,32.486666666666665,0.056666666666666664,0.0
28,pearson,holm,200,190,0.6000000000000001,0.4,105,85,0.1,300,8.796666666666667,71.87,76.20333333333333,33.13,0.056666666666666664,0.0
29,pearson,holm,200,190,0.7000000000000001,0.4,105,85,0.1,300,7.916666666666667,74.01333333333334,77.08333333333333,30.986666666666668,0.07333333333333333,0.0
30,pearson,holm,200,190,0.8,0.4,105,85,0.1,300,7.27,75.36,77.73,29.64,0.06333333333333334,0.0
31,pearson,holm,200,190,0.9,0.4,105,85,0.1,300,5.026666666666666,76.07333333333334,79.97333333333333,28.926666666666666,0.11,0.0
32,pearson,holm,200,190,1.0,0.4,105,85,0.1,300,2.89,79.74,82.11,25.26,0.2,0.0
33,pearson,holm,200,190,0.0,0.6,165,25,0.1,300,4.273333333333333,144.01333333333332,20.726666666666667,20.986666666666668,0.17333333333333334,0.006666666666666667
34,pearson,holm,200,190,0.1,0.6,165,25,0.1,300,4.123333333333333,144.08,20.876666666666665,20.92,0.14333333333333334,0.0
35,pearson,holm,200,190,0.2,0.6,165,25,0.1,300,4.05,143.21333333333334,20.95,21.786666666666665,0.17333333333333334,0.0
36,pearson,holm,200,190,0.30000000000000004,0.6,165,25,0.1,300,3.9433333333333334,142.50666666666666,21.05666666666667,22.493333333333332,0.15666666666666668,0.0033333333333333335
37,pearson,holm,200,190,0.4,0.6,165,25,0.1,300,3.9233333333333333,141.16333333333333,21.076666666666668,23.836666666666666,0.18333333333333332,0.0
38,pearson,holm,200,190,0.5,0.6,165,25,0.1,300,3.723333333333333,143.89666666666668,21.276666666666667,21.10333333333333,0.22666666666666666,0.0
39,pearson,holm,200,190,0.6000000000000001,0.6,165,25,0.1,300,3.8533333333333335,145.45,21.14666666666667,19.55,0.15,0.006666666666666667
40,pearson,holm,200,190,0.7000000000000001,0.6,165,25,0.1,300,3.6733333333333333,146.36333333333334,21.326666666666668,18.636666666666667,0.19333333333333333,0.0
41,pearson,holm,200,190,0.8,0.6,165,25,0.1,300,3.1433333333333335,146.49333333333334,21.856666666666666,18.506666666666668,0.22333333333333333,0.0
42,pearson,holm,200,190,0.9,0.6,165,25,0.1,300,2.783333333333333,149.89666666666668,22.216666666666665,15.103333333333333,0.2633333333333333,0.01
43,pearson,holm,200,190,1.0,0.6,165,25,0.1,300,1.6833333333333333,153.06333333333333,23.316666666666666,11.936666666666667,0.4066666666666667,0.006666666666666667
44,pearson,holm,200,190,0.0,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
45,pearson,holm,200,190,0.1,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
46,pearson,holm,200,190,0.2,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
47,pearson,holm,200,190,0.30000000000000004,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
48,pearson,holm,200,190,0.4,1.0,190,0,0.1,300,0.0,190.0,0.0,0.0,1.0,1.0
