,tester,correction,sample_size,ntests,bp,th,EP,EN,slvl,nrepeats,FP,TP,TN,FN,P(FP=0),P(FN=0)
0,sign,None,200,36,1,0.2,0,36,0.1,300,0.02666666666666667,0.0,35.973333333333336,0.0,0.9733333333333334,1.0
1,sign,None,200,36,1,0.4,8,28,0.1,300,0.23333333333333334,1.36,27.766666666666666,6.64,0.8333333333333334,0.0
2,sign,None,200,36,1,0.6,27,9,0.1,300,0.30333333333333334,14.143333333333333,8.696666666666667,12.856666666666667,0.78,0.0
0,sign,None,200,28,1,0.2,0,28,0.1,300,0.02,0.0,27.98,0.0,0.98,1.0
1,sign,None,200,28,1,0.4,3,25,0.1,300,0.21666666666666667,0.6566666666666666,24.783333333333335,2.3433333333333333,0.8466666666666667,0.06333333333333334
2,sign,None,200,28,1,0.6,19,9,0.1,300,0.36,8.51,8.64,10.49,0.75,0.0
0,sign,None,200,21,1,0.2,0,21,0.1,300,0.0033333333333333335,0.0,20.996666666666666,0.0,0.9966666666666667,1.0
1,sign,None,200,21,1,0.4,3,18,0.1,300,0.14333333333333334,0.57,17.856666666666666,2.43,0.8666666666666667,0.05
2,sign,None,200,21,1,0.6,13,8,0.1,300,0.31333333333333335,6.066666666666666,7.6866666666666665,6.933333333333334,0.7466666666666667,0.0033333333333333335
0,sign,None,200,15,1,0.2,0,15,0.1,300,0.0033333333333333335,0.0,14.996666666666666,0.0,0.9966666666666667,1.0
1,sign,None,200,15,1,0.4,2,13,0.1,300,0.12666666666666668,0.3233333333333333,12.873333333333333,1.6766666666666667,0.8833333333333333,0.1
2,sign,None,200,15,1,0.6,9,6,0.1,300,0.16,4.4366666666666665,5.84,4.5633333333333335,0.8666666666666667,0.006666666666666667
0,sign,None,200,10,1,0.2,0,10,0.1,300,0.0,0.0,10.0,0.0,1.0,1.0
1,sign,None,200,10,1,0.4,0,10,0.1,300,0.0,0.0,10.0,0.0,1.0,1.0
2,sign,None,200,10,1,0.6,4,6,0.1,300,0.19,0.61,5.81,3.39,0.8433333333333334,0.02
0,sign,None,200,6,1,0.2,0,6,0.1,300,0.0,0.0,6.0,0.0,1.0,1.0
1,sign,None,200,6,1,0.4,0,6,0.1,300,0.0,0.0,6.0,0.0,1.0,1.0
2,sign,None,200,6,1,0.6,2,4,0.1,300,0.006666666666666667,0.24333333333333335,3.993333333333333,1.7566666666666666,0.9933333333333333,0.06333333333333334
0,sign,None,200,3,1,0.2,0,3,0.1,300,0.0,0.0,3.0,0.0,1.0,1.0
1,sign,None,200,3,1,0.4,0,3,0.1,300,0.0,0.0,3.0,0.0,1.0,1.0
2,sign,None,200,3,1,0.6,1,2,0.1,300,0.01,0.13666666666666666,1.99,0.8633333333333333,0.99,0.13666666666666666
0,sign,None,200,1,1,0.2,0,1,0.1,300,0.0,0.0,1.0,0.0,1.0,1.0
1,sign,None,200,1,1,0.4,0,1,0.1,300,0.0,0.0,1.0,0.0,1.0,1.0
2,sign,None,200,1,1,0.6,0,1,0.1,300,0.0033333333333333335,0.0,0.9966666666666667,0.0,0.9966666666666667,1.0
0,sign,None,200,0,1,0.2,0,0,0.1,300,0.0,0.0,0.0,0.0,1.0,1.0
1,sign,None,200,0,1,0.4,0,0,0.1,300,0.0,0.0,0.0,0.0,1.0,1.0
2,sign,None,200,0,1,0.6,0,0,0.1,300,0.0,0.0,0.0,0.0,1.0,1.0
