Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-31,133.0889229318015,133.74404804607366,130.74636673355616,131.70919799804688,99116600,0.0,0
2021-01-04,132.53306620729134,132.622397320431,125.82303189022944,128.4534454345703,143301900,0.0,0
2021-01-05,127.93727091151685,130.76621035361168,127.48066447306675,130.04159545898438,97664900,0.0,0
2021-01-06,126.77594685857119,130.08133466892068,125.44584765622886,125.66422271728516,155088000,0.0,0
2021-01-07,127.41121076699093,130.65704437236943,126.91490658281693,129.95228576660156,109578200,0.0,0
2021-01-08,131.45110968711964,131.64964346360028,129.2673744598383,131.0739288330078,105158200,0.0,0
2021-01-11,128.23506573053766,129.2078176011293,127.55016359603934,128.026611328125,100384500,0.0,0
2021-01-12,127.5501682731636,128.73137458948145,125.92229124501151,127.84795379638672,91951100,0.0,0
2021-01-13,127.8082400711377,130.47835883853907,127.5402467335478,129.92250061035156,88636800,0.0,0
2021-01-14,129.8331826028066,130.03170125491135,127.8082529717322,127.9571533203125,90221800,0.0,0
2021-01-15,127.82811065658294,129.2574691996071,126.0612688870121,126.20023345947266,111598500,0.0,0
2021-01-19,126.83549076101285,127.75862438066956,126.00170340171078,126.88512420654297,90757300,0.0,0
2021-01-20,127.70899190901385,131.510683646395,127.59980438641539,131.0540771484375,104319500,0.0,0
2021-01-21,132.81100697216,138.63761343444654,132.60255254388298,135.85830688476562,120150900,0.0,0
2021-01-22,135.27265243719694,138.81627119485026,134.02197148237812,138.0420379638672,114459400,0.0,0
2021-01-25,142.01248676888534,144.0175447712051,135.53074017833117,141.86358642578125,157611700,0.0,0
2021-01-26,142.538572017915,143.23339486734727,140.32504438514914,142.10182189941406,98390600,0.0,0
2021-01-27,142.36980200364593,143.23338152880766,139.3721358258225,141.0099334716797,140843800,0.0,0
2021-01-28,138.48870605837772,140.94044962591508,135.68954354800724,136.07666015625,142621100,0.0,0
2021-01-29,134.8259933305997,135.72927055966858,129.2475392779348,130.98460388183594,177523800,0.0,0
2021-02-01,132.7613818406759,134.37933848104404,129.96221870673867,133.14849853515625,106239800,0.0,0
2021-02-02,134.72672322318687,135.3024378671209,133.6150067499355,133.99220275878906,83305400,0.0,0
2021-02-03,134.7564903074699,134.76642608339068,132.62238863248695,132.949951171875,89880900,0.0,0
2021-02-04,135.29252643354408,136.38438657371088,133.5951594243184,136.3744659423828,84183100,0.0,0
2021-02-05,136.53849091962394,136.60806944576478,135.05728893594696,135.95196533203125,75693800,0.205,0
2021-02-08,135.22629914491398,136.15081235741053,134.12285669888433,136.10110473632812,71297200,0.0,0
2021-02-09,135.81278685160999,137.06535195075958,135.04734725616717,135.20639038085938,76774200,0.0,0
2021-02-10,135.67362892806523,136.18062539536606,133.60591640293018,134.59007263183594,73046600,0.0,0
2021-02-11,135.09704362156648,135.58415397077826,132.9796388086615,134.33160400390625,64280000,0.0,0
2021-02-12,133.55621265931387,134.72923346752765,132.90010856219394,134.57017517089844,60145100,0.0,0
2021-02-16,134.6894745971471,135.20639130102373,132.00541517706486,132.40306091308594,80576300,0.0,0
2021-02-17,130.47450619436415,131.4387761393483,128.7050245809902,130.06692504882812,97918500,0.0,0
2021-02-18,128.43662238719585,129.23189864334302,126.65720522622833,128.94361877441406,96856700,0.0,0
2021-02-19,129.47050061295562,129.93772489709718,128.0390062248313,129.10267639160156,87668800,0.0,0
2021-02-22,127.25366530439629,128.95356868204314,124.85790839718355,125.25554656982422,103916400,0.0,0
2021-02-23,123.02878778417835,125.9613551908091,117.69051276069814,125.11637878417969,158273000,0.0,0
2021-02-24,124.20181661485584,124.81814860094767,121.50782907892675,124.60939025878906,111039900,0.0,0
2021-02-25,123.94335495810746,125.71283699201337,119.8278158770874,120.27515411376953,148199500,0.0,0
2021-02-26,121.86569235049669,124.11234161448888,120.48390555674085,120.5435562133789,164560400,0.0,0
2021-03-01,123.01884195953227,127.17414536909361,122.06451488354006,127.03497314453125,116307900,0.0,0
2021-03-02,127.65130724006218,127.95947321208291,124.27139425027137,124.38074493408203,102260900,0.0,0
2021-03-03,124.0725811832084,124.96726521949482,121.12012765562203,121.33882904052734,112966300,0.0,0
2021-03-04,121.03065825233703,122.86972628591974,117.91915412166611,119.42022705078125,178155000,0.0,0
2021-03-05,120.26520343120076,121.21953044380001,116.87534748190996,120.70259857177734,153766600,0.0,0
2021-03-08,120.21549897504762,120.28508508453376,115.5233853516478,115.67250061035156,154376600,0.0,0
2021-03-09,118.32672356842664,121.33881994452854,118.08814370474097,120.37454986572266,129525800,0.0,0
2021-03-10,120.9710139563457,121.44817369576697,118.74424322465543,119.2711181640625,111943300,0.0,0
2021-03-11,121.81598534755436,122.48202489807952,120.54354931541167,121.23941040039062,103026500,0.0,0
2021-03-12,119.68863588107385,120.45408311258254,118.45596436172906,120.31491088867188,88105100,0.0,0
2021-03-15,120.69266519901124,123.26735881112629,119.70850905102058,123.25741577148438,92403800,0.0,0
2021-03-16,124.95730839849902,126.46833184521513,123.98310289867126,124.82807922363281,115227900,0.0,0
2021-03-17,123.3170687830724,125.11637219249812,121.6171654346985,124.02287292480469,111932600,0.0,0
2021-03-18,122.1539695098661,122.45220001488242,119.60909751517623,119.81785583496094,121229700,0.0,0
2021-03-19,119.19158703020776,120.71254599883056,118.97288565981178,119.28105163574219,185549500,0.0,0
2021-03-22,119.61904702119918,123.13813228277914,119.5494609108424,122.66096496582031,111912300,0.0,0
2021-03-23,122.60131991424724,123.505939334268,121.41834847297993,121.81598663330078,95467100,0.0,0
2021-03-24,122.09432838612487,122.1738575333041,119.3605765224535,119.38045501708984,88530500,0.0,0
2021-03-25,118.83371081166665,120.94118773468668,118.29690043737898,119.87750244140625,98844700,0.0,0
2021-03-26,119.63892368768913,120.7622520603986,118.21737238271686,120.49384307861328,94071200,0.0,0
2021-03-29,120.93124120077678,121.85574666572808,120.0166787751501,120.67277526855469,80819200,0.0,0
2021-03-30,119.40034004734846,119.68862751510345,118.15772557477538,119.19158172607422,85671900,0.0,0
2021-03-31,120.93124551726439,122.79019196852752,120.434199713728,121.42829132080078,118323800,0.0,0
2021-04-01,122.92936609477009,123.44629036947919,121.76627320412032,122.27326202392578,75089100,0.0,0
2021-04-05,123.13813079873873,125.4146015019996,122.342854474831,125.15613555908203,88651200,0.0,0
2021-04-06,125.75258954201688,126.37886453033046,124.9076131844873,125.46430206298828,80171300,0.0,0
2021-04-07,125.08655581663409,127.16420375251448,124.40063014195707,127.14432525634766,83466700,0.0,0
2021-04-08,128.18809481238006,129.6195889873131,127.7606427519213,129.5897674560547,88844600,0.0,0
