Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-31,170.0462603363954,172.301953730227,169.25530446064462,172.05783081054688,1142800,0.0,0
2021-01-04,171.8332382686588,172.4191392235536,163.78694164184867,164.988037109375,2266700,0.0,0
2021-01-05,164.71461942513181,166.17935703401108,163.4354176307236,164.5290985107422,1491600,0.0,0
2021-01-06,162.2245624039911,165.45674737792112,162.12690727906653,163.95294189453125,1646100,0.0,0
2021-01-07,164.10919370149557,165.95476242955283,163.50377361189314,164.88063049316406,1596700,0.0,0
2021-01-08,164.99779572119763,168.32763583236834,164.35330765450394,167.02890014648438,2638700,0.0,0
2021-01-11,166.91172267819286,167.54645123673833,164.1677833268583,164.54861450195312,1235900,0.0,0
2021-01-12,164.68531294288744,165.5543899266269,163.0936416648516,165.08567810058594,1641300,0.0,0
2021-01-13,158.1916520914623,161.79490877311406,157.21516041188536,160.78912353515625,3146400,0.0,0
2021-01-14,160.80866183035167,161.12114635714443,157.70342507078075,158.10379028320312,2591100,0.0,0
2021-01-15,157.79127340908207,157.90846253264667,155.56487376238533,157.3323211669922,2885000,0.0,0
2021-01-19,157.342110147498,158.4064825093153,156.37537801424114,158.172119140625,1703500,0.0,0
2021-01-20,158.2307222961853,159.00215915043407,156.8441057494003,158.533447265625,1441900,0.0,0
2021-01-21,158.38695458817452,158.5334372867635,156.33633090865976,157.2444610595703,1867200,0.0,0
2021-01-22,157.36162925316168,158.6213118722613,156.0531339698222,158.172119140625,1895000,0.0,0
2021-01-25,157.5667153808085,160.21301468019385,157.0491759255918,159.83216857910156,1850400,0.0,0
2021-01-26,160.48640906472687,161.93161253855138,159.17789892618288,160.66217041015625,2864200,0.0,0
2021-01-27,158.87517888988629,168.80609658323453,158.75800466698115,161.77536010742188,3536000,0.0,0
2021-01-28,165.85713226290915,168.51319105599796,162.69329357994343,162.8300018310547,2189100,0.0,0
2021-01-29,163.76742120680194,165.4665071420543,160.57428933870887,161.23829650878906,3212000,0.0,0
2021-02-01,161.3945388713256,164.50954962175922,161.28712419372167,162.43939208984375,1720800,0.0,0
2021-02-02,163.3572742024133,165.14425562930117,161.63865433997964,164.42166137695312,1863300,0.0,0
2021-02-03,163.14247494353694,163.90413727506774,162.3417446000872,162.90811157226562,1811800,0.0,0
2021-02-04,164.118960343269,166.64807016503212,162.45891260226654,166.5504150390625,1409100,0.0,0
2021-02-05,166.71641206946643,167.5269019115991,163.24010424543317,163.34751892089844,1536300,0.0,0
2021-02-08,164.01154115387672,164.7634289828586,162.58585681436426,163.97247314453125,1755100,0.0,0
2021-02-09,163.9236618410259,164.46073527219474,162.5175113667226,163.4451904296875,1748700,0.0,0
2021-02-10,164.44118765127558,164.69508501594288,162.33197701452633,163.01551818847656,1607800,0.0,0
2021-02-11,164.43143288761576,164.48026045147995,162.66398533632756,162.87881469726562,1189300,0.0,0
2021-02-12,162.10738309918247,163.2694106158454,160.37900350388747,163.10340881347656,1828400,0.0,0
2021-02-16,161.95116566838198,163.796734513734,161.1504352666541,162.25387573242188,2024400,0.0,0
2021-02-17,161.03326732070713,163.494015944031,160.6524361123297,163.20108032226562,1270900,0.0,0
2021-02-18,163.28893535059913,168.95258991607048,162.35149680800575,168.54246520996094,2226000,0.0,0
2021-02-19,168.76706115541842,169.32365367260482,165.0270961817513,165.31027221679688,2000800,0.0,0
2021-02-22,164.71461472264286,167.52691561942788,163.20106449007693,166.8043212890625,1465200,0.0,0
2021-02-23,166.81407779729602,170.49545565400524,166.15983015062668,168.02493286132812,1880400,0.0,0
2021-02-24,166.10125618379152,172.69257563711525,165.03686882948878,172.4679718017578,1969700,0.0,0
2021-02-25,170.66146660782735,173.44445914367267,170.35875655060278,171.40359497070312,2485600,0.0,0
2021-02-26,172.2531170892707,173.36631694834801,169.63612668024246,169.9290771484375,2644900,0.0,0
2021-03-01,171.63794409967437,174.2647090620873,170.47591663451053,173.3272705078125,1690200,0.0,0
2021-03-02,173.33702943480176,173.80575616028753,169.7728408310587,170.82745361328125,2088400,0.0,0
2021-03-03,169.44084810047391,170.97393235893045,168.26906101182868,170.38804626464844,1716900,0.0,0
2021-03-04,170.23179719192058,171.73558783041284,165.93522483893577,166.98983764648438,2013000,0.0,0
2021-03-05,167.79059220284338,174.79203680530284,167.46834811234325,174.06942749023438,2535900,0.0,0
2021-03-08,175.05567512361654,179.3229391794789,173.56164398140126,176.1786346435547,2550400,0.0,0
2021-03-09,177.74101650675226,179.95764185165257,176.8621650708176,178.75656127929688,2250000,0.0,0
2021-03-10,179.40104595011348,180.25058891200055,177.00864440336397,177.7898406982422,1968400,0.0,0
2021-03-11,177.14205995532757,180.58715290227548,176.8770643260095,178.20208740234375,1362400,0.93,0
2021-03-12,177.37762081873973,179.69397368819165,177.21076673204547,179.38970947265625,1360500,0.0,0
2021-03-15,179.3896975537629,185.81855917746478,179.3896975537629,185.58299255371094,2792300,0.0,0
2021-03-16,185.2590991511711,186.97673318303626,184.46408236696064,184.79779052734375,2017100,0.0,0
2021-03-17,183.79665375074222,185.0235352199716,182.324395987667,184.4051971435547,1982000,0.0,0
2021-03-18,182.33422079657328,184.90575956600006,181.99068799423256,182.6188507080078,1622400,0.0,0
2021-03-19,182.5992205869945,183.66907263584065,178.84006885514756,180.5282440185547,10171500,0.0,0
2021-03-22,179.5761911344014,181.46067924935562,179.1443264666156,180.979736328125,2151000,0.0,0
2021-03-23,182.24588318159667,182.34403969483273,179.69397857985192,180.63621520996094,1664100,0.0,0
2021-03-24,179.9197185310683,184.46409246815716,179.9197185310683,181.84347534179688,2020300,0.0,0
2021-03-25,183.66905858846792,184.67018303149356,182.56976266586182,183.5414581298828,2138900,0.0,0
2021-03-26,183.6788792051707,189.41086587506797,183.37461499492946,189.12623596191406,2088200,0.0,0
2021-03-29,188.21342383301516,189.42068596130432,186.52523376199406,188.9397430419922,1432200,0.0,0
2021-03-30,189.16549004425102,189.86236531504835,183.7475922081182,184.41500854492188,1774300,0.0,0
2021-03-31,184.4248335156001,186.06396048943282,183.59056302533685,184.9842987060547,1848600,0.0,0
2021-04-01,186.70192092303643,186.70192092303643,184.6505786430332,185.89707946777344,1326900,0.0,0
2021-04-05,186.30931480473296,190.18625715281124,186.2700462118391,189.49920654296875,1605600,0.0,0
2021-04-06,189.18511441956747,189.18511441956747,185.27872818297152,185.90689086914062,1532600,0.0,0
2021-04-07,185.33762394223334,185.75966397861038,182.17717608146302,182.37347412109375,1703500,0.0,0
2021-04-08,183.3648018571008,184.97446972638187,182.60903868766738,184.71926879882812,1972300,0.0,0
2021-04-09,184.63093666905516,186.31912674624377,183.5414653398995,185.93634033203125,1128500,0.0,0
2021-04-12,185.22965322037032,186.6921012863411,184.94500833980993,186.2504119873047,1398000,0.0,0
2021-04-13,186.3485850052835,188.66493796502664,186.0443207778879,188.3704833984375,1979000,0.0,0
2021-04-14,187.87969561658346,189.7151052748345,187.1632011206928,187.61468505859375,1651600,0.0,0
2021-04-15,188.99862531624967,189.74457879958592,187.84045645234514,188.3410186767578,1173400,0.0,0
2021-04-16,189.04769880831057,189.94087204793345,188.2134134787148,189.37159729003906,1612900,0.0,0
2021-04-19,188.458800418788,189.58754033896824,188.12509225869863,189.18511962890625,1226300,0.0,0
2021-04-20,189.7936437770255,190.3825528505644,188.51769907865764,189.24400329589844,1258000,0.0,0
2021-04-21,189.93105570405484,190.96163910426156,189.430493470391,190.7162628173828,1413500,0.0,0
2021-04-22,190.343290413858,192.29649109356805,189.6464301300997,191.22665405273438,1360500,0.0,0
2021-04-23,191.39351478873948,193.6313454558352,190.03903281465176,192.23760986328125,1342900,0.0,0
2021-04-26,191.95296930881838,192.90501552554016,191.09904964453506,191.53091430664062,1398900,0.0,0
2021-04-27,191.3542666490344,192.3750255007713,190.2549706049547,192.26705932617188,1589700,0.0,0
2021-04-28,187.6539733036561,187.95823750597694,182.58940310076073,183.16848754882812,3129100,0.0,0
2021-04-29,183.5022030746336,185.75965286014016,182.21641879236375,184.91555786132812,1746200,0.0,0
2021-04-30,183.05070383090336,184.83705032782368,181.4312263828167,183.53164672851562,2316700,0.0,0
2021-05-03,185.67132073077073,188.02694199174675,185.3768662010763,187.91897583007812,1514200,0.0,0
2021-05-04,187.12394884879637,190.78497380214668,186.07374613738796,190.38255310058594,2246700,0.0,0
2021-05-05,186.47617070730035,190.97146613650244,185.79892975076618,190.0782928466797,2759100,0.0,0
2021-05-06,191.67813689182086,191.75665910213212,189.29308653201016,191.7075958251953,1317000,0.0,0
